image_id,modality,organ,annotated_region,source
I5176,MRI,Lung,Abdomen abnormality,MIDRC
I5177,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5178,MRI,Abdomen,Muscle abnormality,MIDRC
I5179,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5180,MRI,Muscle,Abdomen abnormality,MIDRC
I5181,CT,Lung,Muscle abnormality,RAD-ChestXR
I5182,MRI,Brain,Lung abnormality,MIDRC
I5183,CT,Lung,Muscle abnormality,RAD-ChestXR
I5184,MRI,Muscle,Brain abnormality,MIDRC
I5185,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5186,MRI,Muscle,Lung abnormality,MIDRC
I5187,CT,Brain,Muscle abnormality,RAD-ChestXR
I5188,MRI,Brain,Abdomen abnormality,MIDRC
I5189,CT,Lung,Muscle abnormality,RAD-ChestXR
I5190,MRI,Lung,Lung abnormality,MIDRC
I5191,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5192,MRI,Lung,Abdomen abnormality,MIDRC
I5193,CT,Muscle,Brain abnormality,RAD-ChestXR
I5194,MRI,Brain,Brain abnormality,MIDRC
I5195,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5196,MRI,Abdomen,Brain abnormality,MIDRC
I5197,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5198,MRI,Abdomen,Brain abnormality,MIDRC
I5199,CT,Abdomen,Brain abnormality,RAD-ChestXR
I5200,MRI,Muscle,Lung abnormality,MIDRC
I5201,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5202,MRI,Lung,Brain abnormality,MIDRC
I5203,CT,Brain,Brain abnormality,RAD-ChestXR
I5204,MRI,Lung,Brain abnormality,MIDRC
I5205,CT,Muscle,Brain abnormality,RAD-ChestXR
I5206,MRI,Brain,Lung abnormality,MIDRC
I5207,CT,Lung,Lung abnormality,RAD-ChestXR
I5208,MRI,Brain,Brain abnormality,MIDRC
I5209,CT,Lung,Lung abnormality,RAD-ChestXR
I5210,MRI,Muscle,Lung abnormality,MIDRC
I5211,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5212,MRI,Lung,Brain abnormality,MIDRC
I5213,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5214,MRI,Abdomen,Brain abnormality,MIDRC
I5215,CT,Muscle,Brain abnormality,RAD-ChestXR
I5216,MRI,Brain,Abdomen abnormality,MIDRC
I5217,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5218,MRI,Lung,Abdomen abnormality,MIDRC
I5219,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5220,MRI,Lung,Brain abnormality,MIDRC
I5221,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5222,MRI,Abdomen,Abdomen abnormality,MIDRC
I5223,CT,Muscle,Brain abnormality,RAD-ChestXR
I5224,MRI,Muscle,Brain abnormality,MIDRC
I5225,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5226,MRI,Muscle,Abdomen abnormality,MIDRC
I5227,CT,Brain,Muscle abnormality,RAD-ChestXR
I5228,MRI,Lung,Muscle abnormality,MIDRC
I5229,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I5230,MRI,Muscle,Brain abnormality,MIDRC
I5231,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5232,MRI,Brain,Lung abnormality,MIDRC
I5233,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I5234,MRI,Abdomen,Abdomen abnormality,MIDRC
I5235,CT,Muscle,Brain abnormality,RAD-ChestXR
I5236,MRI,Lung,Abdomen abnormality,MIDRC
I5237,CT,Lung,Lung abnormality,RAD-ChestXR
I5238,MRI,Lung,Lung abnormality,MIDRC
I5239,CT,Brain,Lung abnormality,RAD-ChestXR
I5240,MRI,Lung,Abdomen abnormality,MIDRC
I5241,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5242,MRI,Brain,Lung abnormality,MIDRC
I5243,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5244,MRI,Brain,Brain abnormality,MIDRC
I5245,CT,Lung,Brain abnormality,RAD-ChestXR
I5246,MRI,Brain,Muscle abnormality,MIDRC
I5247,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5248,MRI,Abdomen,Brain abnormality,MIDRC
I5249,CT,Lung,Lung abnormality,RAD-ChestXR
I5250,MRI,Muscle,Abdomen abnormality,MIDRC
I5251,CT,Lung,Brain abnormality,RAD-ChestXR
I5252,MRI,Lung,Lung abnormality,MIDRC
I5253,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5254,MRI,Lung,Abdomen abnormality,MIDRC
I5255,CT,Brain,Muscle abnormality,RAD-ChestXR
I5256,MRI,Muscle,Muscle abnormality,MIDRC
I5257,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5258,MRI,Lung,Brain abnormality,MIDRC
I5259,CT,Brain,Muscle abnormality,RAD-ChestXR
I5260,MRI,Brain,Abdomen abnormality,MIDRC
I5261,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5262,MRI,Brain,Muscle abnormality,MIDRC
I5263,CT,Muscle,Lung abnormality,RAD-ChestXR
I5264,MRI,Lung,Lung abnormality,MIDRC
I5265,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5266,MRI,Lung,Muscle abnormality,MIDRC
I5267,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5268,MRI,Brain,Lung abnormality,MIDRC
I5269,CT,Brain,Brain abnormality,RAD-ChestXR
I5270,MRI,Muscle,Brain abnormality,MIDRC
I5271,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5272,MRI,Brain,Lung abnormality,MIDRC
I5273,CT,Lung,Muscle abnormality,RAD-ChestXR
I5274,MRI,Lung,Abdomen abnormality,MIDRC
I5275,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5276,MRI,Muscle,Brain abnormality,MIDRC
I5277,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5278,MRI,Muscle,Muscle abnormality,MIDRC
I5279,CT,Lung,Muscle abnormality,RAD-ChestXR
I5280,MRI,Brain,Lung abnormality,MIDRC
I5281,CT,Brain,Lung abnormality,RAD-ChestXR
I5282,MRI,Muscle,Abdomen abnormality,MIDRC
I5283,CT,Lung,Lung abnormality,RAD-ChestXR
I5284,MRI,Brain,Abdomen abnormality,MIDRC
I5285,CT,Lung,Brain abnormality,RAD-ChestXR
I5286,MRI,Brain,Brain abnormality,MIDRC
I5287,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5288,MRI,Muscle,Abdomen abnormality,MIDRC
I5289,CT,Brain,Muscle abnormality,RAD-ChestXR
I5290,MRI,Abdomen,Lung abnormality,MIDRC
I5291,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5292,MRI,Brain,Muscle abnormality,MIDRC
I5293,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5294,MRI,Brain,Abdomen abnormality,MIDRC
I5295,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5296,MRI,Muscle,Brain abnormality,MIDRC
I5297,CT,Muscle,Lung abnormality,RAD-ChestXR
I5298,MRI,Muscle,Muscle abnormality,MIDRC
I5299,CT,Muscle,Lung abnormality,RAD-ChestXR
I5300,MRI,Abdomen,Brain abnormality,MIDRC
I5301,CT,Abdomen,Brain abnormality,RAD-ChestXR
I5302,MRI,Abdomen,Lung abnormality,MIDRC
I5303,CT,Lung,Muscle abnormality,RAD-ChestXR
I5304,MRI,Muscle,Lung abnormality,MIDRC
I5305,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5306,MRI,Muscle,Muscle abnormality,MIDRC
I5307,CT,Brain,Lung abnormality,RAD-ChestXR
I5308,MRI,Lung,Lung abnormality,MIDRC
I5309,CT,Brain,Muscle abnormality,RAD-ChestXR
I5310,MRI,Lung,Abdomen abnormality,MIDRC
I5311,CT,Abdomen,Brain abnormality,RAD-ChestXR
I5312,MRI,Muscle,Muscle abnormality,MIDRC
I5313,CT,Muscle,Brain abnormality,RAD-ChestXR
I5314,MRI,Lung,Lung abnormality,MIDRC
I5315,CT,Brain,Brain abnormality,RAD-ChestXR
I5316,MRI,Abdomen,Abdomen abnormality,MIDRC
I5317,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5318,MRI,Brain,Abdomen abnormality,MIDRC
I5319,CT,Brain,Brain abnormality,RAD-ChestXR
I5320,MRI,Brain,Abdomen abnormality,MIDRC
I5321,CT,Abdomen,Brain abnormality,RAD-ChestXR
I5322,MRI,Brain,Brain abnormality,MIDRC
I5323,CT,Abdomen,Brain abnormality,RAD-ChestXR
I5324,MRI,Abdomen,Abdomen abnormality,MIDRC
I5325,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5326,MRI,Brain,Muscle abnormality,MIDRC
I5327,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5328,MRI,Lung,Lung abnormality,MIDRC
I5329,CT,Lung,Muscle abnormality,RAD-ChestXR
I5330,MRI,Muscle,Lung abnormality,MIDRC
I5331,CT,Lung,Muscle abnormality,RAD-ChestXR
I5332,MRI,Brain,Abdomen abnormality,MIDRC
I5333,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I5334,MRI,Lung,Lung abnormality,MIDRC
I5335,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5336,MRI,Lung,Muscle abnormality,MIDRC
I5337,CT,Lung,Muscle abnormality,RAD-ChestXR
I5338,MRI,Brain,Brain abnormality,MIDRC
I5339,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I5340,MRI,Muscle,Muscle abnormality,MIDRC
I5341,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I5342,MRI,Lung,Brain abnormality,MIDRC
I5343,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5344,MRI,Abdomen,Abdomen abnormality,MIDRC
I5345,CT,Lung,Lung abnormality,RAD-ChestXR
I5346,MRI,Brain,Lung abnormality,MIDRC
I5347,CT,Lung,Muscle abnormality,RAD-ChestXR
I5348,MRI,Muscle,Abdomen abnormality,MIDRC
I5349,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5350,MRI,Brain,Brain abnormality,MIDRC
I5351,CT,Brain,Brain abnormality,RAD-ChestXR
I5352,MRI,Brain,Muscle abnormality,MIDRC
I5353,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5354,MRI,Lung,Abdomen abnormality,MIDRC
I5355,CT,Lung,Brain abnormality,RAD-ChestXR
I5356,MRI,Muscle,Lung abnormality,MIDRC
I5357,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5358,MRI,Lung,Muscle abnormality,MIDRC
I5359,CT,Lung,Lung abnormality,RAD-ChestXR
I5360,MRI,Abdomen,Lung abnormality,MIDRC
I5361,CT,Brain,Lung abnormality,RAD-ChestXR
I5362,MRI,Lung,Brain abnormality,MIDRC
I5363,CT,Lung,Muscle abnormality,RAD-ChestXR
I5364,MRI,Lung,Lung abnormality,MIDRC
I5365,CT,Brain,Brain abnormality,RAD-ChestXR
I5366,MRI,Brain,Abdomen abnormality,MIDRC
I5367,CT,Abdomen,Brain abnormality,RAD-ChestXR
I5368,MRI,Muscle,Abdomen abnormality,MIDRC
I5369,CT,Muscle,Brain abnormality,RAD-ChestXR
I5370,MRI,Abdomen,Brain abnormality,MIDRC
I5371,CT,Lung,Muscle abnormality,RAD-ChestXR
I5372,MRI,Muscle,Abdomen abnormality,MIDRC
I5373,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5374,MRI,Abdomen,Brain abnormality,MIDRC
I5375,CT,Brain,Brain abnormality,RAD-ChestXR
I5376,MRI,Lung,Muscle abnormality,MIDRC
I5377,CT,Muscle,Brain abnormality,RAD-ChestXR
I5378,MRI,Brain,Lung abnormality,MIDRC
I5379,CT,Muscle,Lung abnormality,RAD-ChestXR
I5380,MRI,Muscle,Muscle abnormality,MIDRC
I5381,CT,Lung,Muscle abnormality,RAD-ChestXR
I5382,MRI,Brain,Brain abnormality,MIDRC
I5383,CT,Muscle,Lung abnormality,RAD-ChestXR
I5384,MRI,Brain,Lung abnormality,MIDRC
I5385,CT,Lung,Muscle abnormality,RAD-ChestXR
I5386,MRI,Abdomen,Muscle abnormality,MIDRC
I5387,CT,Brain,Muscle abnormality,RAD-ChestXR
I5388,MRI,Abdomen,Brain abnormality,MIDRC
I5389,CT,Brain,Lung abnormality,RAD-ChestXR
I5390,MRI,Muscle,Lung abnormality,MIDRC
I5391,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5392,MRI,Lung,Brain abnormality,MIDRC
I5393,CT,Lung,Muscle abnormality,RAD-ChestXR
I5394,MRI,Muscle,Abdomen abnormality,MIDRC
I5395,CT,Brain,Muscle abnormality,RAD-ChestXR
I5396,MRI,Abdomen,Lung abnormality,MIDRC
I5397,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5398,MRI,Muscle,Brain abnormality,MIDRC
I5399,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5400,MRI,Muscle,Muscle abnormality,MIDRC
I5401,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5402,MRI,Abdomen,Lung abnormality,MIDRC
I5403,CT,Muscle,Brain abnormality,RAD-ChestXR
I5404,MRI,Brain,Lung abnormality,MIDRC
I5405,CT,Brain,Muscle abnormality,RAD-ChestXR
I5406,MRI,Muscle,Brain abnormality,MIDRC
I5407,CT,Brain,Brain abnormality,RAD-ChestXR
I5408,MRI,Muscle,Abdomen abnormality,MIDRC
I5409,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5410,MRI,Abdomen,Abdomen abnormality,MIDRC
I5411,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5412,MRI,Lung,Muscle abnormality,MIDRC
I5413,CT,Brain,Muscle abnormality,RAD-ChestXR
I5414,MRI,Brain,Brain abnormality,MIDRC
I5415,CT,Abdomen,Brain abnormality,RAD-ChestXR
I5416,MRI,Muscle,Muscle abnormality,MIDRC
I5417,CT,Muscle,Lung abnormality,RAD-ChestXR
I5418,MRI,Abdomen,Muscle abnormality,MIDRC
I5419,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5420,MRI,Lung,Abdomen abnormality,MIDRC
I5421,CT,Abdomen,Brain abnormality,RAD-ChestXR
I5422,MRI,Abdomen,Lung abnormality,MIDRC
I5423,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5424,MRI,Muscle,Abdomen abnormality,MIDRC
I5425,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5426,MRI,Lung,Lung abnormality,MIDRC
I5427,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5428,MRI,Lung,Brain abnormality,MIDRC
I5429,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I5430,MRI,Brain,Lung abnormality,MIDRC
I5431,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I5432,MRI,Lung,Abdomen abnormality,MIDRC
I5433,CT,Lung,Muscle abnormality,RAD-ChestXR
I5434,MRI,Brain,Brain abnormality,MIDRC
I5435,CT,Brain,Muscle abnormality,RAD-ChestXR
I5436,MRI,Brain,Brain abnormality,MIDRC
I5437,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5438,MRI,Abdomen,Lung abnormality,MIDRC
I5439,CT,Brain,Lung abnormality,RAD-ChestXR
I5440,MRI,Muscle,Muscle abnormality,MIDRC
I5441,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5442,MRI,Muscle,Abdomen abnormality,MIDRC
I5443,CT,Abdomen,Brain abnormality,RAD-ChestXR
I5444,MRI,Brain,Muscle abnormality,MIDRC
I5445,CT,Brain,Lung abnormality,RAD-ChestXR
I5446,MRI,Lung,Muscle abnormality,MIDRC
I5447,CT,Brain,Lung abnormality,RAD-ChestXR
I5448,MRI,Lung,Abdomen abnormality,MIDRC
I5449,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5450,MRI,Brain,Muscle abnormality,MIDRC
I5451,CT,Muscle,Brain abnormality,RAD-ChestXR
I5452,MRI,Muscle,Abdomen abnormality,MIDRC
I5453,CT,Lung,Lung abnormality,RAD-ChestXR
I5454,MRI,Lung,Abdomen abnormality,MIDRC
I5455,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5456,MRI,Muscle,Abdomen abnormality,MIDRC
I5457,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5458,MRI,Brain,Lung abnormality,MIDRC
I5459,CT,Muscle,Brain abnormality,RAD-ChestXR
I5460,MRI,Abdomen,Abdomen abnormality,MIDRC
I5461,CT,Brain,Brain abnormality,RAD-ChestXR
I5462,MRI,Muscle,Muscle abnormality,MIDRC
I5463,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5464,MRI,Muscle,Brain abnormality,MIDRC
I5465,CT,Abdomen,Brain abnormality,RAD-ChestXR
I5466,MRI,Lung,Abdomen abnormality,MIDRC
I5467,CT,Lung,Muscle abnormality,RAD-ChestXR
I5468,MRI,Muscle,Brain abnormality,MIDRC
I5469,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5470,MRI,Abdomen,Muscle abnormality,MIDRC
I5471,CT,Abdomen,Brain abnormality,RAD-ChestXR
I5472,MRI,Lung,Brain abnormality,MIDRC
I5473,CT,Brain,Brain abnormality,RAD-ChestXR
I5474,MRI,Muscle,Lung abnormality,MIDRC
I5475,CT,Lung,Muscle abnormality,RAD-ChestXR
I5476,MRI,Lung,Abdomen abnormality,MIDRC
I5477,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5478,MRI,Abdomen,Muscle abnormality,MIDRC
I5479,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5480,MRI,Muscle,Lung abnormality,MIDRC
I5481,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5482,MRI,Abdomen,Lung abnormality,MIDRC
I5483,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5484,MRI,Abdomen,Abdomen abnormality,MIDRC
I5485,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5486,MRI,Lung,Abdomen abnormality,MIDRC
I5487,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5488,MRI,Lung,Muscle abnormality,MIDRC
I5489,CT,Lung,Brain abnormality,RAD-ChestXR
I5490,MRI,Lung,Lung abnormality,MIDRC
I5491,CT,Brain,Lung abnormality,RAD-ChestXR
I5492,MRI,Brain,Muscle abnormality,MIDRC
I5493,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5494,MRI,Lung,Brain abnormality,MIDRC
I5495,CT,Lung,Muscle abnormality,RAD-ChestXR
I5496,MRI,Muscle,Muscle abnormality,MIDRC
I5497,CT,Lung,Brain abnormality,RAD-ChestXR
I5498,MRI,Brain,Lung abnormality,MIDRC
I5499,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5500,MRI,Muscle,Muscle abnormality,MIDRC
I5501,CT,Abdomen,Brain abnormality,RAD-ChestXR
I5502,MRI,Muscle,Lung abnormality,MIDRC
I5503,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5504,MRI,Abdomen,Abdomen abnormality,MIDRC
I5505,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I5506,MRI,Abdomen,Abdomen abnormality,MIDRC
I5507,CT,Brain,Muscle abnormality,RAD-ChestXR
I5508,MRI,Abdomen,Lung abnormality,MIDRC
I5509,CT,Muscle,Lung abnormality,RAD-ChestXR
I5510,MRI,Muscle,Abdomen abnormality,MIDRC
I5511,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5512,MRI,Abdomen,Muscle abnormality,MIDRC
I5513,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5514,MRI,Muscle,Lung abnormality,MIDRC
I5515,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5516,MRI,Abdomen,Muscle abnormality,MIDRC
I5517,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5518,MRI,Lung,Muscle abnormality,MIDRC
I5519,CT,Brain,Muscle abnormality,RAD-ChestXR
I5520,MRI,Lung,Brain abnormality,MIDRC
I5521,CT,Muscle,Lung abnormality,RAD-ChestXR
I5522,MRI,Lung,Muscle abnormality,MIDRC
I5523,CT,Brain,Lung abnormality,RAD-ChestXR
I5524,MRI,Abdomen,Abdomen abnormality,MIDRC
I5525,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5526,MRI,Muscle,Muscle abnormality,MIDRC
I5527,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5528,MRI,Lung,Lung abnormality,MIDRC
I5529,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5530,MRI,Muscle,Muscle abnormality,MIDRC
I5531,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5532,MRI,Muscle,Lung abnormality,MIDRC
I5533,CT,Brain,Brain abnormality,RAD-ChestXR
I5534,MRI,Brain,Muscle abnormality,MIDRC
I5535,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5536,MRI,Abdomen,Brain abnormality,MIDRC
I5537,CT,Lung,Muscle abnormality,RAD-ChestXR
I5538,MRI,Abdomen,Muscle abnormality,MIDRC
I5539,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I5540,MRI,Muscle,Abdomen abnormality,MIDRC
I5541,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5542,MRI,Brain,Muscle abnormality,MIDRC
I5543,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5544,MRI,Abdomen,Brain abnormality,MIDRC
I5545,CT,Muscle,Brain abnormality,RAD-ChestXR
I5546,MRI,Muscle,Abdomen abnormality,MIDRC
I5547,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5548,MRI,Muscle,Lung abnormality,MIDRC
I5549,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5550,MRI,Muscle,Brain abnormality,MIDRC
I5551,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5552,MRI,Brain,Lung abnormality,MIDRC
I5553,CT,Muscle,Muscle abnormality,RAD-ChestXR
I5554,MRI,Abdomen,Lung abnormality,MIDRC
I5555,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5556,MRI,Brain,Brain abnormality,MIDRC
I5557,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I5558,MRI,Abdomen,Lung abnormality,MIDRC
I5559,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I5560,MRI,Lung,Muscle abnormality,MIDRC
I5561,CT,Brain,Lung abnormality,RAD-ChestXR
I5562,MRI,Brain,Brain abnormality,MIDRC
I5563,CT,Lung,Lung abnormality,RAD-ChestXR
I5564,MRI,Muscle,Abdomen abnormality,MIDRC
I5565,CT,Lung,Lung abnormality,RAD-ChestXR
I5566,MRI,Brain,Muscle abnormality,MIDRC
I5567,CT,Brain,Muscle abnormality,RAD-ChestXR
I5568,MRI,Abdomen,Muscle abnormality,MIDRC
I5569,CT,Lung,Lung abnormality,RAD-ChestXR
I5570,MRI,Brain,Muscle abnormality,MIDRC
I5571,CT,Brain,Brain abnormality,RAD-ChestXR
I5572,MRI,Muscle,Lung abnormality,MIDRC
I5573,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I5574,MRI,Lung,Brain abnormality,MIDRC
I5575,CT,Lung,Muscle abnormality,RAD-ChestXR
I5576,MRI,Muscle,Abdomen abnormality,MIDRC
I5577,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5578,MRI,Lung,Brain abnormality,MIDRC
I5579,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5580,MRI,Lung,Abdomen abnormality,MIDRC
I5581,CT,Muscle,Lung abnormality,RAD-ChestXR
I5582,MRI,Lung,Muscle abnormality,MIDRC
I5583,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5584,MRI,Abdomen,Abdomen abnormality,MIDRC
I5585,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5586,MRI,Brain,Muscle abnormality,MIDRC
I5587,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5588,MRI,Abdomen,Abdomen abnormality,MIDRC
I5589,CT,Brain,Brain abnormality,RAD-ChestXR
I5590,MRI,Brain,Brain abnormality,MIDRC
I5591,CT,Brain,Muscle abnormality,RAD-ChestXR
I5592,MRI,Muscle,Abdomen abnormality,MIDRC
I5593,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5594,MRI,Lung,Lung abnormality,MIDRC
I5595,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5596,MRI,Muscle,Brain abnormality,MIDRC
I5597,CT,Brain,Muscle abnormality,RAD-ChestXR
I5598,MRI,Brain,Abdomen abnormality,MIDRC
I5599,CT,Muscle,Brain abnormality,RAD-ChestXR
I5600,MRI,Lung,Abdomen abnormality,MIDRC
I5601,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5602,MRI,Lung,Brain abnormality,MIDRC
I5603,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5604,MRI,Abdomen,Lung abnormality,MIDRC
I5605,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5606,MRI,Abdomen,Abdomen abnormality,MIDRC
I5607,CT,Brain,Brain abnormality,RAD-ChestXR
I5608,MRI,Muscle,Lung abnormality,MIDRC
I5609,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5610,MRI,Muscle,Lung abnormality,MIDRC
I5611,CT,Muscle,Brain abnormality,RAD-ChestXR
I5612,MRI,Abdomen,Muscle abnormality,MIDRC
I5613,CT,Brain,Brain abnormality,RAD-ChestXR
I5614,MRI,Muscle,Lung abnormality,MIDRC
I5615,CT,Lung,Brain abnormality,RAD-ChestXR
I5616,MRI,Lung,Brain abnormality,MIDRC
I5617,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5618,MRI,Brain,Abdomen abnormality,MIDRC
I5619,CT,Abdomen,Abdomen abnormality,RAD-ChestXR
I5620,MRI,Abdomen,Brain abnormality,MIDRC
I5621,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5622,MRI,Abdomen,Lung abnormality,MIDRC
I5623,CT,Lung,Muscle abnormality,RAD-ChestXR
I5624,MRI,Abdomen,Abdomen abnormality,MIDRC
I5625,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5626,MRI,Brain,Abdomen abnormality,MIDRC
I5627,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5628,MRI,Lung,Lung abnormality,MIDRC
I5629,CT,Abdomen,Brain abnormality,RAD-ChestXR
I5630,MRI,Muscle,Lung abnormality,MIDRC
I5631,CT,Brain,Lung abnormality,RAD-ChestXR
I5632,MRI,Brain,Muscle abnormality,MIDRC
I5633,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5634,MRI,Muscle,Lung abnormality,MIDRC
I5635,CT,Abdomen,Lung abnormality,RAD-ChestXR
I5636,MRI,Abdomen,Muscle abnormality,MIDRC
I5637,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5638,MRI,Muscle,Abdomen abnormality,MIDRC
I5639,CT,Brain,Abdomen abnormality,RAD-ChestXR
I5640,MRI,Lung,Abdomen abnormality,MIDRC
I5641,CT,Brain,Brain abnormality,RAD-ChestXR
I5642,MRI,Muscle,Abdomen abnormality,MIDRC
I5643,CT,Muscle,Brain abnormality,RAD-ChestXR
I5644,MRI,Lung,Abdomen abnormality,MIDRC
I5645,CT,Lung,Abdomen abnormality,RAD-ChestXR
I5646,MRI,Brain,Brain abnormality,MIDRC
I5647,CT,Abdomen,Muscle abnormality,RAD-ChestXR
I5648,MRI,Abdomen,Muscle abnormality,MIDRC
I5649,CT,Muscle,Abdomen abnormality,RAD-ChestXR
I5650,MRI,Muscle,Lung abnormality,MIDRC
I5651,CT,Lung,Muscle abnormality,RAD-ChestXR
I5652,MRI,Brain,Abdomen abnormality,MIDRC
I5653,CT,Lung,Muscle abnormality,RAD-ChestXR
I5654,MRI,Abdomen,Lung abnormality,MIDRC
I5655,CT,Lung,Lung abnormality,RAD-ChestXR
I5656,MRI,Abdomen,Muscle abnormality,MIDRC
